event_id,entity_type,entity_id,event_type,timestamp,actor_id,field,old_value,new_value,source_system
EVT_0420029,purchase_order,PO_0420026,created,2025-01-15T09:00:00,EMP_04221,,,,ERP
EVT_0420030,purchase_order,PO_0420027,created,2025-01-06T09:00:00,EMP_04222,,,,ERP
EVT_0420031,purchase_order,PO_0420028,created,2025-02-17T09:00:00,EMP_04215,,,,ERP
EVT_0420032,purchase_order,PO_0420029,created,2025-12-26T09:00:00,EMP_04224,,,,ERP
EVT_0420033,purchase_order,PO_0420030,created,2025-09-05T09:00:00,EMP_04209,,,,ERP
EVT_0420034,purchase_order,PO_0420031,created,2025-12-29T09:00:00,EMP_04205,,,,ERP
EVT_0420035,purchase_order,PO_0420032,created,2025-09-03T09:00:00,EMP_04204,,,,ERP
EVT_0420036,purchase_order,PO_0420033,created,2025-03-18T09:00:00,EMP_04218,,,,ERP
EVT_0420037,purchase_order,PO_0420034,created,2026-03-17T09:00:00,EMP_04208,,,,ERP
EVT_0420038,purchase_order,PO_0420035,created,2025-02-11T09:00:00,EMP_04224,,,,ERP
EVT_0420039,purchase_order,PO_0420036,created,2025-04-29T09:00:00,EMP_04223,,,,ERP
EVT_0420040,purchase_order,PO_0420037,created,2025-02-28T09:00:00,EMP_04221,,,,ERP
EVT_0420041,purchase_order,PO_0420038,created,2025-03-05T09:00:00,EMP_04203,,,,ERP
EVT_0420042,purchase_order,PO_0420039,created,2025-05-09T09:00:00,EMP_04220,,,,ERP
EVT_0420043,purchase_order,PO_0420040,created,2025-09-23T09:00:00,EMP_04212,,,,ERP
EVT_0420044,purchase_order,PO_0420041,created,2025-06-18T09:00:00,EMP_04204,,,,ERP
EVT_0420045,purchase_order,PO_0420042,created,2026-05-12T09:00:00,EMP_04222,,,,ERP
EVT_0420046,purchase_order,PO_0420043,created,2025-05-17T09:00:00,EMP_04209,,,,ERP
EVT_0420047,purchase_order,PO_0420044,created,2025-01-08T09:00:00,EMP_04217,,,,ERP
EVT_0420048,purchase_order,PO_0420045,created,2025-12-28T09:00:00,EMP_04218,,,,ERP
EVT_0420049,purchase_order,PO_0420046,created,2025-05-22T09:00:00,EMP_04223,,,,ERP
EVT_0420050,purchase_order,PO_0420047,created,2025-10-03T09:00:00,EMP_04224,,,,ERP
EVT_0420051,purchase_order,PO_0420048,created,2026-03-15T09:00:00,EMP_04217,,,,ERP
EVT_0420052,purchase_order,PO_0420049,created,2026-05-10T09:00:00,EMP_04215,,,,ERP
EVT_0420053,purchase_order,PO_0420050,created,2025-08-29T09:00:00,EMP_04214,,,,ERP
EVT_0420054,purchase_order,PO_0420051,created,2025-01-19T09:00:00,EMP_04205,,,,ERP
EVT_0420055,purchase_order,PO_0420052,created,2025-03-27T09:00:00,EMP_04215,,,,ERP
EVT_0420056,purchase_order,PO_0420053,created,2025-03-31T09:00:00,EMP_04206,,,,ERP
EVT_0420057,purchase_order,PO_0420054,created,2025-05-11T09:00:00,EMP_04211,,,,ERP
EVT_0420058,purchase_order,PO_0420055,created,2025-05-09T09:00:00,EMP_04220,,,,ERP
EVT_0420059,purchase_order,PO_0420056,created,2026-05-16T09:00:00,EMP_04209,,,,ERP
EVT_0420060,purchase_order,PO_0420057,created,2025-11-22T09:00:00,EMP_04211,,,,ERP
EVT_0420061,purchase_order,PO_0420058,created,2025-07-06T09:00:00,EMP_04218,,,,ERP
EVT_0420062,purchase_order,PO_0420059,created,2025-05-12T09:00:00,EMP_04219,,,,ERP
EVT_0420063,purchase_order,PO_0420060,created,2025-05-16T09:00:00,EMP_04205,,,,ERP
EVT_0420064,purchase_order,PO_0420061,created,2025-11-14T09:00:00,EMP_04205,,,,ERP
EVT_0420065,purchase_order,PO_0420062,created,2025-09-10T09:00:00,EMP_04215,,,,ERP
EVT_0420066,purchase_order,PO_0420063,created,2025-12-02T09:00:00,EMP_04224,,,,ERP
EVT_0420067,purchase_order,PO_0420064,created,2026-05-02T09:00:00,EMP_04203,,,,ERP
EVT_0420068,purchase_order,PO_0420065,created,2026-05-01T09:00:00,EMP_04209,,,,ERP
EVT_0420069,purchase_order,PO_0420066,created,2026-03-01T09:00:00,EMP_04206,,,,ERP
EVT_0420070,purchase_order,PO_0420067,created,2025-02-26T09:00:00,EMP_04206,,,,ERP
EVT_0420071,purchase_order,PO_0420068,created,2025-02-02T09:00:00,EMP_04223,,,,ERP
EVT_0420072,purchase_order,PO_0420069,created,2026-05-09T09:00:00,EMP_04204,,,,ERP
EVT_0420073,purchase_order,PO_0420070,created,2025-03-17T09:00:00,EMP_04214,,,,ERP
EVT_0420074,purchase_order,PO_0420071,created,2025-09-16T09:00:00,EMP_04209,,,,ERP
EVT_0420075,purchase_order,PO_0420072,created,2025-08-01T09:00:00,EMP_04204,,,,ERP
EVT_0420076,purchase_order,PO_0420073,created,2026-01-14T09:00:00,EMP_04215,,,,ERP
EVT_0420077,purchase_order,PO_0420074,created,2025-01-27T09:00:00,EMP_04213,,,,ERP
EVT_0420078,purchase_order,PO_0420075,created,2026-01-26T09:00:00,EMP_04221,,,,ERP
EVT_0420079,purchase_order,PO_0420076,created,2025-04-03T09:00:00,EMP_04204,,,,ERP
EVT_0420080,purchase_order,PO_0420077,created,2026-01-18T09:00:00,EMP_04220,,,,ERP
EVT_0420081,purchase_order,PO_0420078,created,2025-03-22T09:00:00,EMP_04208,,,,ERP
EVT_0420082,purchase_order,PO_0420079,created,2025-08-09T09:00:00,EMP_04209,,,,ERP
EVT_0420083,purchase_order,PO_0420080,created,2025-04-15T09:00:00,EMP_04207,,,,ERP
EVT_0420084,purchase_order,PO_0420081,created,2025-10-14T09:00:00,EMP_04220,,,,ERP
EVT_0420085,purchase_order,PO_0420082,created,2025-11-24T09:00:00,EMP_04224,,,,ERP
EVT_0420086,purchase_order,PO_0420083,created,2026-03-09T09:00:00,EMP_04212,,,,ERP
EVT_0420087,purchase_order,PO_0420084,created,2025-09-19T09:00:00,EMP_04207,,,,ERP
EVT_0420088,purchase_order,PO_0420085,created,2026-05-03T09:00:00,EMP_04222,,,,ERP
EVT_0420089,purchase_order,PO_0420086,created,2025-08-29T09:00:00,EMP_04216,,,,ERP
EVT_0420090,purchase_order,PO_0420087,created,2025-02-09T09:00:00,EMP_04216,,,,ERP
EVT_0420091,purchase_order,PO_0420088,created,2025-11-06T09:00:00,EMP_04218,,,,ERP
EVT_0420092,purchase_order,PO_0420089,created,2025-12-29T09:00:00,EMP_04214,,,,ERP
EVT_0420093,purchase_order,PO_0420090,created,2025-11-03T09:00:00,EMP_04211,,,,ERP
EVT_0420094,purchase_order,PO_0420091,created,2025-02-11T09:00:00,EMP_04211,,,,ERP
EVT_0420095,purchase_order,PO_0420092,created,2025-12-10T09:00:00,EMP_04212,,,,ERP
EVT_0420096,purchase_order,PO_0420093,created,2025-04-26T09:00:00,EMP_04221,,,,ERP
EVT_0420097,purchase_order,PO_0420094,created,2026-03-02T09:00:00,EMP_04221,,,,ERP
EVT_0420098,purchase_order,PO_0420095,created,2025-10-01T09:00:00,EMP_04216,,,,ERP
EVT_0420099,purchase_order,PO_0420096,created,2025-09-28T09:00:00,EMP_04213,,,,ERP
EVT_0420100,purchase_order,PO_0420097,created,2026-03-10T09:00:00,EMP_04215,,,,ERP
EVT_0420101,purchase_order,PO_0420098,created,2026-03-29T09:00:00,EMP_04213,,,,ERP
EVT_0420102,purchase_order,PO_0420099,created,2026-03-06T09:00:00,EMP_04216,,,,ERP
EVT_0420103,purchase_order,PO_0420100,created,2025-05-12T09:00:00,EMP_04205,,,,ERP
EVT_0420104,purchase_order,PO_0420101,created,2025-03-04T09:00:00,EMP_04221,,,,ERP
EVT_0420105,purchase_order,PO_0420102,created,2025-03-15T09:00:00,EMP_04218,,,,ERP
EVT_0420106,purchase_order,PO_0420103,created,2025-10-06T09:00:00,EMP_04213,,,,ERP
EVT_0420107,purchase_order,PO_0420104,created,2026-02-08T09:00:00,EMP_04206,,,,ERP
EVT_0420108,purchase_order,PO_0420105,created,2025-03-31T09:00:00,EMP_04203,,,,ERP
EVT_0420109,purchase_order,PO_0420106,created,2026-03-30T09:00:00,EMP_04210,,,,ERP
EVT_0420110,purchase_order,PO_0420107,created,2025-07-02T09:00:00,EMP_04212,,,,ERP
EVT_0420111,purchase_order,PO_0420108,created,2025-09-12T09:00:00,EMP_04219,,,,ERP
EVT_0420112,purchase_order,PO_0420109,created,2025-06-17T09:00:00,EMP_04221,,,,ERP
EVT_0420113,purchase_order,PO_0420110,created,2026-02-10T09:00:00,EMP_04203,,,,ERP
EVT_0420114,purchase_order,PO_0420111,created,2025-07-07T09:00:00,EMP_04216,,,,ERP
EVT_0420115,purchase_order,PO_0420112,created,2025-07-07T09:00:00,EMP_04214,,,,ERP
EVT_0420116,purchase_order,PO_0420113,created,2026-02-01T09:00:00,EMP_04205,,,,ERP
EVT_0420117,purchase_order,PO_0420114,created,2025-03-30T09:00:00,EMP_04207,,,,ERP
EVT_0420118,purchase_order,PO_0420115,created,2025-09-18T09:00:00,EMP_04219,,,,ERP
EVT_0420119,purchase_order,PO_0420116,created,2025-03-08T09:00:00,EMP_04215,,,,ERP
EVT_0420120,purchase_order,PO_0420117,created,2026-05-13T09:00:00,EMP_04222,,,,ERP
EVT_0420121,purchase_order,PO_0420118,created,2025-09-15T09:00:00,EMP_04211,,,,ERP
EVT_0420122,purchase_order,PO_0420119,created,2025-11-22T09:00:00,EMP_04206,,,,ERP
EVT_0420123,purchase_order,PO_0420120,created,2025-01-22T09:00:00,EMP_04217,,,,ERP
EVT_0420124,purchase_order,PO_0420121,created,2026-05-05T09:00:00,EMP_04215,,,,ERP
EVT_0420125,purchase_order,PO_0420122,created,2025-11-07T09:00:00,EMP_04206,,,,ERP
EVT_0420126,purchase_order,PO_0420123,created,2025-05-04T09:00:00,EMP_04221,,,,ERP
EVT_0420127,purchase_order,PO_0420124,created,2026-04-24T09:00:00,EMP_04217,,,,ERP
EVT_0420128,purchase_order,PO_0420125,created,2025-08-23T09:00:00,EMP_04211,,,,ERP
EVT_0420129,purchase_order,PO_0420126,created,2025-03-10T09:00:00,EMP_04204,,,,ERP
EVT_0420130,purchase_order,PO_0420127,created,2025-05-24T09:00:00,EMP_04213,,,,ERP
EVT_0420131,purchase_order,PO_0420128,created,2025-09-18T09:00:00,EMP_04216,,,,ERP
EVT_0420132,purchase_order,PO_0420129,created,2026-04-22T09:00:00,EMP_04219,,,,ERP
EVT_0420133,purchase_order,PO_0420130,created,2026-02-22T09:00:00,EMP_04221,,,,ERP
EVT_0420134,purchase_order,PO_0420131,created,2025-01-27T09:00:00,EMP_04203,,,,ERP
EVT_0420135,purchase_order,PO_0420132,created,2025-01-10T09:00:00,EMP_04203,,,,ERP
EVT_0420136,purchase_order,PO_0420133,created,2025-06-16T09:00:00,EMP_04221,,,,ERP
EVT_0420137,purchase_order,PO_0420134,created,2025-10-13T09:00:00,EMP_04213,,,,ERP
EVT_0420138,purchase_order,PO_0420135,created,2025-03-04T09:00:00,EMP_04203,,,,ERP
EVT_0420139,purchase_order,PO_0420136,created,2026-04-19T09:00:00,EMP_04224,,,,ERP
EVT_0420140,purchase_order,PO_0420137,created,2026-01-15T09:00:00,EMP_04215,,,,ERP
EVT_0420141,purchase_order,PO_0420138,created,2025-12-15T09:00:00,EMP_04212,,,,ERP
EVT_0420142,purchase_order,PO_0420139,created,2025-11-30T09:00:00,EMP_04214,,,,ERP
EVT_0420143,purchase_order,PO_0420140,created,2026-05-08T09:00:00,EMP_04216,,,,ERP
EVT_0420144,purchase_order,PO_0420141,created,2026-03-12T09:00:00,EMP_04224,,,,ERP
EVT_0420145,purchase_order,PO_0420142,created,2025-10-18T09:00:00,EMP_04207,,,,ERP
EVT_0420146,purchase_order,PO_0420143,created,2026-04-25T09:00:00,EMP_04211,,,,ERP
EVT_0420147,purchase_order,PO_0420144,created,2025-12-01T09:00:00,EMP_04224,,,,ERP
EVT_0420148,purchase_order,PO_0420145,created,2026-04-15T09:00:00,EMP_04224,,,,ERP
EVT_0420149,purchase_order,PO_0420146,created,2026-02-15T09:00:00,EMP_04220,,,,ERP
EVT_0420150,purchase_order,PO_0420147,created,2025-10-02T09:00:00,EMP_04217,,,,ERP
EVT_0420151,purchase_order,PO_0420148,created,2025-08-21T09:00:00,EMP_04202,,,,ERP
EVT_0420152,purchase_order,PO_0420149,created,2025-04-22T09:00:00,EMP_04217,,,,ERP
EVT_0420153,purchase_order,PO_0420150,created,2026-01-29T09:00:00,EMP_04214,,,,ERP
EVT_0420154,purchase_order,PO_0420151,created,2026-03-17T09:00:00,EMP_04202,,,,ERP
EVT_0420155,purchase_order,PO_0420152,created,2026-01-04T09:00:00,EMP_04205,,,,ERP
EVT_0420156,purchase_order,PO_0420153,created,2026-01-28T09:00:00,EMP_04209,,,,ERP
EVT_0420157,purchase_order,PO_0420154,created,2025-04-30T09:00:00,EMP_04212,,,,ERP
EVT_0420158,purchase_order,PO_0420155,created,2025-06-04T09:00:00,EMP_04222,,,,ERP
EVT_0420159,purchase_order,PO_0420156,created,2026-05-13T09:00:00,EMP_04214,,,,ERP
EVT_0420160,purchase_order,PO_0420157,created,2026-03-11T09:00:00,EMP_04215,,,,ERP
EVT_0420161,purchase_order,PO_0420158,created,2025-05-05T09:00:00,EMP_04203,,,,ERP
EVT_0420162,purchase_order,PO_0420159,created,2025-04-07T09:00:00,EMP_04208,,,,ERP
EVT_0420163,purchase_order,PO_0420160,created,2026-01-22T09:00:00,EMP_04211,,,,ERP
EVT_0420164,invoice,INV_0420001,received,2025-06-07T08:52:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420165,invoice,INV_0420002,received,2026-05-07T08:19:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420166,invoice,INV_0420003,received,2025-11-15T08:15:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420167,invoice,INV_0420004,received,2026-01-16T08:43:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420168,invoice,INV_0420005,received,2025-06-17T08:21:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420169,invoice,INV_0420006,received,2025-06-03T08:08:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420170,invoice,INV_0420007,received,2025-09-28T08:46:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420171,invoice,INV_0420008,received,2025-02-17T08:47:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420172,invoice,INV_0420009,received,2025-03-29T08:06:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420173,invoice,INV_0420010,received,2025-10-03T08:53:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420174,invoice,INV_0420011,received,2025-04-03T08:38:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420175,invoice,INV_0420012,received,2026-03-08T08:38:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420176,invoice,INV_0420013,received,2025-10-17T08:01:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420177,invoice,INV_0420014,received,2025-06-02T08:50:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420178,invoice,INV_0420015,received,2025-01-25T08:14:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420179,invoice,INV_0420016,received,2025-01-21T08:24:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420180,invoice,INV_0420017,received,2026-05-27T08:43:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420181,invoice,INV_0420018,received,2026-05-15T08:24:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420182,invoice,INV_0420019,received,2025-03-10T08:18:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420183,invoice,INV_0420020,received,2025-04-03T08:45:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420184,invoice,INV_0420021,received,2026-01-28T08:17:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420185,invoice,INV_0420022,received,2025-10-25T08:45:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420186,invoice,INV_0420023,received,2025-08-05T08:09:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420187,invoice,INV_0420024,received,2025-07-13T08:20:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420188,invoice,INV_0420025,received,2025-09-14T08:05:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420189,invoice,INV_0420026,received,2025-05-11T08:28:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420190,invoice,INV_0420027,received,2025-09-13T08:06:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420191,invoice,INV_0420028,received,2026-01-18T08:11:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420192,invoice,INV_0420029,received,2025-11-19T08:35:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420193,invoice,INV_0420030,received,2025-10-09T08:26:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420194,invoice,INV_0420031,received,2025-06-21T08:05:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420195,invoice,INV_0420032,received,2025-08-08T08:05:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420196,invoice,INV_0420033,received,2026-01-07T08:50:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420197,invoice,INV_0420034,received,2025-04-15T08:00:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420198,invoice,INV_0420035,received,2026-01-10T08:24:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420199,invoice,INV_0420036,received,2025-08-25T08:46:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420200,invoice,INV_0420037,received,2026-04-13T08:57:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420201,invoice,INV_0420038,received,2026-03-24T08:33:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420202,invoice,INV_0420039,received,2026-05-20T08:24:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420203,invoice,INV_0420040,received,2026-05-18T08:17:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420204,invoice,INV_0420041,received,2026-01-29T08:31:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420205,invoice,INV_0420042,received,2025-12-04T08:10:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420206,invoice,INV_0420043,received,2026-03-26T08:26:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420207,invoice,INV_0420044,received,2026-01-03T08:50:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420208,invoice,INV_0420045,received,2026-01-01T08:16:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420209,invoice,INV_0420046,received,2025-12-15T08:46:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420210,invoice,INV_0420047,received,2025-10-05T08:38:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420211,invoice,INV_0420048,received,2025-05-12T08:29:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420212,invoice,INV_0420049,received,2025-03-31T08:19:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420213,invoice,INV_0420050,received,2025-06-20T08:21:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420214,invoice,INV_0420051,received,2025-09-08T08:24:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420215,invoice,INV_0420052,received,2026-02-25T08:28:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420216,invoice,INV_0420053,received,2025-03-17T08:52:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420217,invoice,INV_0420054,received,2026-04-10T08:38:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420218,invoice,INV_0420055,received,2026-02-28T08:20:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420219,invoice,INV_0420056,received,2025-05-29T08:12:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420220,invoice,INV_0420057,received,2025-05-10T08:11:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420221,invoice,INV_0420058,received,2025-10-31T08:20:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420222,invoice,INV_0420059,received,2026-05-03T08:44:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420223,invoice,INV_0420060,received,2026-05-25T08:36:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420224,invoice,INV_0420061,received,2026-05-05T08:20:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420225,invoice,INV_0420062,received,2025-10-20T08:52:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420226,invoice,INV_0420063,received,2026-04-14T08:23:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420227,invoice,INV_0420064,received,2026-03-01T08:12:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420228,invoice,INV_0420065,received,2025-09-05T08:11:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420229,invoice,INV_0420066,received,2026-03-02T08:01:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420230,invoice,INV_0420067,received,2026-06-15T08:29:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420231,invoice,INV_0420068,received,2026-02-02T08:13:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420232,invoice,INV_0420069,received,2025-02-12T08:53:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420233,invoice,INV_0420070,received,2025-03-22T08:52:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420234,invoice,INV_0420071,received,2025-04-21T08:43:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420235,invoice,INV_0420072,received,2025-05-15T08:40:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420236,invoice,INV_0420073,received,2025-04-10T08:16:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420237,invoice,INV_0420074,received,2025-11-04T08:45:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420238,invoice,INV_0420075,received,2025-07-23T08:04:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420239,invoice,INV_0420076,received,2025-05-30T08:30:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420240,invoice,INV_0420077,received,2025-10-07T08:34:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420241,invoice,INV_0420078,received,2026-05-30T08:26:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420242,invoice,INV_0420079,received,2026-03-23T08:50:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420243,invoice,INV_0420080,received,2025-07-20T08:44:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420244,invoice,INV_0420081,received,2026-03-14T08:38:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420245,invoice,INV_0420082,received,2025-09-30T08:06:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420246,invoice,INV_0420083,received,2026-06-07T08:42:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420247,invoice,INV_0420084,received,2025-09-13T08:10:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420248,invoice,INV_0420085,received,2025-05-09T08:02:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420249,invoice,INV_0420086,received,2025-04-02T08:43:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420250,invoice,INV_0420087,received,2026-04-07T08:48:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420251,invoice,INV_0420088,received,2025-12-05T08:06:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420252,invoice,INV_0420089,received,2026-05-01T08:16:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420253,invoice,INV_0420090,received,2025-02-28T08:47:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420254,invoice,INV_0420091,received,2025-04-12T08:37:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420255,invoice,INV_0420092,received,2025-12-25T08:14:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420256,invoice,INV_0420093,received,2025-02-27T08:25:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420257,invoice,INV_0420094,received,2025-04-16T08:37:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420258,invoice,INV_0420095,received,2025-10-01T08:09:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420259,invoice,INV_0420096,received,2026-04-26T08:30:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420260,invoice,INV_0420097,received,2026-02-06T08:26:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420261,invoice,INV_0420098,received,2025-10-31T08:07:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420262,invoice,INV_0420099,received,2026-04-19T08:09:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420263,invoice,INV_0420100,received,2025-06-06T08:21:00,SYSTEM-AP-INGEST,,,,ERP
EVT_0420264,invoice,INV_0420101,received,2025-08-10T08:33:00,SYSTEM-AP-INGEST,,,,ERP
