case_id,classification_correct,evidence_contract_pass,ground_truth_evidence_ids,returned_identity_tokens,id_precision,id_recall,required_tables,returned_tables,required_table_coverage
RCA_000169,True,True,INVL_0421721|INV_0420773|PO_0423529,INVL_0421721|INV_0420773|POL_0427945|PO_0423529,0.75,1.0,invoice_lines|invoices|po_lines|purchase_orders,invoice_lines|invoices|po_lines|purchase_orders,1.0
RCA_000170,True,True,INVL_0421021|INV_0420471|PO_0421810,INVL_0421021|INV_0420471|POL_0424059|PO_0421810,0.75,1.0,invoice_lines|invoices|po_lines|purchase_orders,invoice_lines|invoices|po_lines|purchase_orders,1.0
RCA_000174,True,True,INVL_0422177|INV_0420975|PO_0420168,INVL_0422177|INV_0420975|POL_0420360|PO_0420168,0.75,1.0,invoice_lines|invoices|po_lines|purchase_orders,invoice_lines|invoices|po_lines|purchase_orders,1.0
RCA_000175,True,True,INVL_0429181|INV_0424071|PO_0420639,INVL_0429181|INV_0424071|POL_0421452|PO_0420639,0.75,1.0,invoice_lines|invoices|po_lines|purchase_orders,invoice_lines|invoices|po_lines|purchase_orders,1.0
RCA_000182,True,True,INVL_0429749|INV_0424330|PO_0420797,INVL_0429749|INV_0424330|POL_0421807|PO_0420797,0.75,1.0,invoice_lines|invoices|po_lines|purchase_orders,invoice_lines|invoices|po_lines|purchase_orders,1.0
RCA_000189,True,True,INVL_0426937|INV_0423068|PO_0424294,INVL_0426937|INV_0423068|POL_0429620|PO_0424294,0.75,1.0,invoice_lines|invoices|po_lines|purchase_orders,invoice_lines|invoices|po_lines|purchase_orders,1.0
RCA_000209,True,True,INVL_0424157|INV_0421847|POL_0424749,INVL_0424157|INV_0421847|POL_0424749,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000212,True,True,INVL_0424657|INV_0422061|POL_0430160,INVL_0424657|INV_0422061|POL_0430160,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000214,True,True,INVL_0421939|INV_0420868|POL_0424591,INVL_0421939|INV_0420868|POL_0424591,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000215,True,True,INVL_0431098|INV_0424944|POL_0423528,INVL_0431098|INV_0424944|POL_0423528,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000217,True,True,INVL_0424616|INV_0422044|POL_0428843,INVL_0424616|INV_0422044|POL_0428843,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000225,True,True,INVL_0424150|INV_0421845|POL_0425949,INVL_0424150|INV_0421845|POL_0425949,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000234,True,True,INVL_0420872|INV_0420403|POL_0428500,INVL_0420872|INV_0420403|POL_0428500,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000238,True,True,INVL_0424292|INV_0421901|POL_0430634,INVL_0424292|INV_0421901|POL_0430634,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000239,True,True,INVL_0422046|INV_0420918|POL_0423218,INVL_0422046|INV_0420918|POL_0423218,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000244,True,True,INVL_0422553|INV_0421142|POL_0425338,INVL_0422553|INV_0421142|POL_0425338,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000250,True,True,INVL_0427183|INV_0423177|POL_0428361,INVL_0427183|INV_0423177|POL_0428361,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000255,True,True,INVL_0430366|INV_0424598|POL_0430908,INVL_0430366|INV_0424598|POL_0430908,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000261,True,True,INVL_0430460|INV_0424639|POL_0430408,INVL_0430460|INV_0424639|POL_0430408,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000268,True,True,INVL_0427383|INV_0423267|POL_0425559,INVL_0427383|INV_0423267|POL_0425559,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000274,True,True,INVL_0420934|INV_0420430|POL_0426687,INVL_0420934|INV_0420430|POL_0426687,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000279,True,True,INVL_0428692|INV_0423855|POL_0429513,INVL_0428692|INV_0423855|POL_0429513,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000284,True,True,INVL_0429393|INV_0424170|POL_0423502,INVL_0429393|INV_0424170|POL_0423502,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000293,True,True,INVL_0428348|INV_0423698|POL_0429022,INVL_0428348|INV_0423698|POL_0429022,1.0,1.0,invoice_lines|po_lines,invoice_lines|invoices|po_lines,1.0
RCA_000301,True,True,EVT_0447041|INV_0421098|PO_0424289|VND_042200|VND_042342,INV_0421098|PO_0424289,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000306,True,True,EVT_0447046|INV_0423353|PO_0420627|VND_042082|VND_042379,INV_0423353|PO_0420627,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000311,True,True,EVT_0447051|INV_0421798|PO_0422328|VND_042171|VND_042332,INV_0421798|PO_0422328,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000313,True,True,EVT_0447053|INV_0422168|PO_0423103|VND_042293|VND_042345,INV_0422168|PO_0423103,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000315,True,True,EVT_0447055|INV_0420283|PO_0424840|VND_042082|VND_042263,INV_0420283|PO_0424840,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000323,True,True,EVT_0447063|INV_0424189|PO_0421415|VND_042019|VND_042169,INV_0424189|PO_0421415,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000331,True,True,EVT_0447071|INV_0423199|PO_0424439|VND_042158|VND_042479,INV_0423199|PO_0424439,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000333,True,True,EVT_0447073|INV_0422309|PO_0423503|VND_042100|VND_042172,INV_0422309|PO_0423503,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000349,True,True,EVT_0447089|INV_0421112|PO_0423241|VND_042252|VND_042420,INV_0421112|PO_0423241,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000351,True,True,EVT_0447091|INV_0421190|PO_0424319|VND_042248|VND_042267,INV_0421190|PO_0424319,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000357,True,True,EVT_0447097|INV_0421504|PO_0420801|VND_042282|VND_042490,INV_0421504|PO_0420801,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000361,True,True,EVT_0447101|INV_0420228|PO_0420837|VND_042100|VND_042455,INV_0420228|PO_0420837,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000362,True,True,EVT_0447102|INV_0420716|PO_0420715|VND_042008|VND_042153,INV_0420716|PO_0420715,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000364,True,True,EVT_0447104|INV_0421137|PO_0424778|VND_042058|VND_042479,INV_0421137|PO_0424778,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000365,True,True,EVT_0447105|INV_0421786|PO_0420158|VND_042005|VND_042255,INV_0421786|PO_0420158,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000369,True,True,EVT_0447109|INV_0424512|PO_0420312|VND_042006|VND_042311,INV_0424512|PO_0420312,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000372,True,True,EVT_0447112|INV_0420281|PO_0422385|VND_042352|VND_042408,INV_0420281|PO_0422385,1.0,0.4,audit_log|invoices|purchase_orders|vendors,invoices|purchase_orders,0.5
RCA_000409,True,True,BT_0426072|EVT_0447149|JE_0434072|PAY_0426009,PAY_0426009,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000421,True,True,BT_0426084|EVT_0447161|JE_0434084|PAY_0426021,PAY_0426021,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000430,True,True,BT_0426093|EVT_0447170|JE_0434093|PAY_0426030,PAY_0426030,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000432,True,True,BT_0426095|EVT_0447172|JE_0434095|PAY_0426032,PAY_0426032,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000433,True,True,BT_0426096|EVT_0447173|JE_0434096|PAY_0426033,PAY_0426033,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000436,True,True,BT_0426099|EVT_0447176|JE_0434099|PAY_0426036,PAY_0426036,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000444,True,True,BT_0426107|EVT_0447184|JE_0434107|PAY_0426044,PAY_0426044,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000447,True,True,BT_0426110|EVT_0447187|JE_0434110|PAY_0426047,PAY_0426047,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000453,True,True,BT_0426116|EVT_0447193|JE_0434116|PAY_0426053,PAY_0426053,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000457,True,True,BT_0426120|EVT_0447197|JE_0434120|PAY_0426057,PAY_0426057,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000462,True,True,BT_0426125|EVT_0447202|JE_0434125|PAY_0426062,PAY_0426062,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000465,True,True,BT_0426128|EVT_0447205|JE_0434128|PAY_0426065,PAY_0426065,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000469,True,True,BT_0426132|EVT_0447209|JE_0434132|PAY_0426069,PAY_0426069,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000473,True,True,BT_0426136|EVT_0447213|JE_0434136|PAY_0426073,PAY_0426073,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000478,True,True,BT_0426141|EVT_0447218|JE_0434141|PAY_0426078,PAY_0426078,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000479,True,True,BT_0426142|EVT_0447219|JE_0434142|PAY_0426079,PAY_0426079,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000481,True,True,BT_0426144|EVT_0447221|JE_0434144|PAY_0426081,PAY_0426081,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000482,True,True,BT_0426145|EVT_0447222|JE_0434145|PAY_0426082,PAY_0426082,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000484,True,True,BT_0426147|EVT_0447224|JE_0434147|PAY_0426084,PAY_0426084,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000486,True,True,BT_0426149|EVT_0447226|JE_0434149|PAY_0426086,PAY_0426086,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000494,True,True,BT_0426157|EVT_0447234|JE_0434157|PAY_0426094,PAY_0426094,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000495,True,True,BT_0426158|EVT_0447235|JE_0434158|PAY_0426095,PAY_0426095,1.0,0.25,audit_log|bank_transactions|gl_entries|payment_allocations|payments,payments,0.2
RCA_000518,True,True,BT_0426181|INV_0427226|PAY_0422024|PAY_0426118,2026-03-01|2026-03-08|INV_0427226|PAY_0422024|PAY_0422024|INV_0427226|2026-03-01|PAY_0426118|PAY_0426118|INV_0427226|2026-03-08,0.42857142857142855,0.75,bank_transactions|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.75
RCA_000523,True,True,BT_0426186|INV_0423499|PAY_0421979|PAY_0426123,2025-02-06|2025-02-11|INV_0423499|PAY_0421979|PAY_0421979|INV_0423499|2025-02-06|PAY_0426123|PAY_0426123|INV_0423499|2025-02-11,0.42857142857142855,0.75,bank_transactions|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.75
RCA_000538,True,True,BT_0426201|INV_0426215|PAY_0424347|PAY_0426138,2026-02-14|2026-02-17|2026-02-23|INV_0426215|PAY_0424347|PAY_0424347|INV_0426215|2026-02-14|PAY_0424348|PAY_0424348|INV_0426215|2026-02-17|PAY_0426138|PAY_0426138|INV_0426215|2026-02-23,0.3,0.75,bank_transactions|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.75
RCA_000539,True,True,BT_0426202|INV_0422854|PAY_0422734|PAY_0426139,2025-09-30|2025-10-03|2025-10-08|INV_0422854|PAY_0422734|PAY_0422734|INV_0422854|2025-09-30|PAY_0422735|PAY_0422735|INV_0422854|2025-10-03|PAY_0426139|PAY_0426139|INV_0422854|2025-10-08,0.3,0.75,bank_transactions|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.75
RCA_000544,True,True,BT_0426207|INV_0420236|PAY_0420447|PAY_0426144,2026-02-26|2026-03-02|INV_0420236|PAY_0420447|PAY_0420447|INV_0420236|2026-02-26|PAY_0426144|PAY_0426144|INV_0420236|2026-03-02,0.42857142857142855,0.75,bank_transactions|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.75
RCA_000558,True,True,BT_0426221|INV_0422867|PAY_0425859|PAY_0426158,2026-06-01|2026-06-04|INV_0422867|PAY_0425859|PAY_0425859|INV_0422867|2026-06-01|PAY_0426158|PAY_0426158|INV_0422867|2026-06-04,0.42857142857142855,0.75,bank_transactions|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.75
RCA_000563,False,True,BT_0426226|INV_0423209|PAY_0422778|PAY_0426163,BT_0422803|CHG_0420134|PAY_0422779|VND_042340,0.0,0.0,bank_transactions|invoices|payment_allocations|payments,bank_transactions|payments|vendor_change_log|vendors,0.5
RCA_000571,True,True,BT_0426234|INV_0424308|PAY_0425779|PAY_0426171,2025-12-21|2025-12-24|INV_0424308|PAY_0425779|PAY_0425779|INV_0424308|2025-12-21|PAY_0426171|PAY_0426171|INV_0424308|2025-12-24,0.42857142857142855,0.75,bank_transactions|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.75
RCA_000581,False,True,BT_0426244|INV_0426666|PAY_0424936|PAY_0426181,2025-07-23|APR_0431261|INV_0425140|PAY_0424936|PAY_0424936|INV_0425140|2025-07-23,0.2,0.25,bank_transactions|invoices|payment_allocations|payments,approval_events|invoices|payment_allocations|payments,0.75
RCA_000584,True,True,BT_0426247|INV_0427513|PAY_0424955|PAY_0426184,2026-02-27|2026-03-02|INV_0427513|PAY_0424955|PAY_0424955|INV_0427513|2026-02-27|PAY_0426184|PAY_0426184|INV_0427513|2026-03-02,0.42857142857142855,0.75,bank_transactions|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.75
RCA_000586,True,True,BT_0426249|INV_0425634|PAY_0421346|PAY_0426186,2025-08-20|2025-08-25|INV_0425634|PAY_0421346|PAY_0421346|INV_0425634|2025-08-20|PAY_0426186|PAY_0426186|INV_0425634|2025-08-25,0.42857142857142855,0.75,bank_transactions|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.75
RCA_000594,True,True,BT_0426257|INV_0427672|PAY_0420730|PAY_0426194,2026-02-08|2026-02-15|INV_0427672|PAY_0420730|PAY_0420730|INV_0427672|2026-02-08|PAY_0426194|PAY_0426194|INV_0427672|2026-02-15,0.42857142857142855,0.75,bank_transactions|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.75
RCA_000603,True,True,BT_0423755|INV_0420888|JE_0431719|PAY_0423719,2025-03-09|INV_0420888|PAY_0423719|PAY_0423719|INV_0420888|2025-03-09,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000604,True,True,BT_0422582|INV_0424914|JE_0430560|PAY_0422560,2026-05-19|INV_0424914|PAY_0422560|PAY_0422560|INV_0424914|2026-05-19,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000610,True,True,BT_0423434|INV_0426538|JE_0431401|PAY_0423401,2025-10-16|INV_0426538|PAY_0423401|PAY_0423401|INV_0426538|2025-10-16,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000615,True,True,BT_0423144|INV_0425641|JE_0431117|PAY_0423117,2026-05-01|INV_0425641|PAY_0423117|PAY_0423117|INV_0425641|2026-05-01,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000629,True,True,BT_0422525|INV_0420802|JE_0430504|PAY_0422504,2026-03-01|INV_0420802|PAY_0422504|PAY_0422504|INV_0420802|2026-03-01,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000630,True,True,BT_0423378|INV_0420858|JE_0431347|PAY_0423347,2025-04-28|INV_0420858|PAY_0423347|PAY_0423347|INV_0420858|2025-04-28,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000635,True,True,BT_0422301|INV_0423871|JE_0430281|PAY_0422281,2026-06-03|INV_0423871|PAY_0422281|PAY_0422281|INV_0423871|2026-06-03,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000639,True,True,BT_0424781|INV_0424446|JE_0432732|PAY_0424732,2026-03-18|INV_0424446|PAY_0424732|PAY_0424732|INV_0424446|2026-03-18,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000666,True,True,BT_0424331|INV_0423262|JE_0432290|PAY_0424290,2026-02-07|INV_0423262|PAY_0424290|PAY_0424290|INV_0423262|2026-02-07,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000669,True,True,BT_0421922|INV_0426890|JE_0429905|PAY_0421905,2025-06-14|INV_0426890|PAY_0421905|PAY_0421905|INV_0426890|2025-06-14,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000674,True,True,BT_0421534|INV_0424523|JE_0429522|PAY_0421522,2025-08-06|INV_0424523|PAY_0421522|PAY_0421522|INV_0424523|2025-08-06,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000676,True,True,BT_0424835|INV_0423510|JE_0432786|PAY_0424786,2026-05-27|INV_0423510|PAY_0424786|PAY_0424786|INV_0423510|2026-05-27,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000682,True,True,BT_0423620|INV_0426169|JE_0431585|PAY_0423585,2026-02-06|INV_0426169|PAY_0423585|PAY_0423585|INV_0426169|2026-02-06,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000685,True,True,BT_0420936|INV_0421030|JE_0428929|PAY_0420929,2025-08-23|INV_0421030|PAY_0420929|PAY_0420929|INV_0421030|2025-08-23,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000688,True,True,BT_0423172|INV_0424252|JE_0431145|PAY_0423145,2026-01-12|INV_0424252|PAY_0423145|PAY_0423145|INV_0424252|2026-01-12,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
RCA_000689,True,True,BT_0424267|INV_0420923|JE_0432226|PAY_0424226,2025-08-14|INV_0420923|PAY_0424226|PAY_0424226|INV_0420923|2025-08-14,0.5,0.5,bank_transactions|gl_entries|invoices|payment_allocations|payments,invoices|payment_allocations|payments,0.6
