case_id,primary_entity_type,invoice_currency,invoice_status,invoice_payment_terms,invoice_department,invoice_gl_account,po_currency,po_status,po_department,po_gl_account,vendor_type,vendor_country,vendor_currency,vendor_payment_terms,vendor_default_payment_method,vendor_status,payment_method,payment_currency,payment_status,settlement_status,bank_transaction_type,bank_currency,bank_direction,bank_status,final_approval_role,final_approval_action,gl_primary_transaction_type,invoice_total,invoice_subtotal,invoice_tax,invoice_shipping,invoice_age_calendar_days,invoice_due_lag_days,invoice_received_delay_days,invoice_line_count,invoice_line_quantity_sum,invoice_line_amount_sum,invoice_line_unit_price_mean,po_total,po_subtotal,po_tax,po_shipping,po_age_calendar_days,po_line_count,po_line_quantity_sum,po_line_amount_sum,payment_amount,payment_age_calendar_days,allocation_count,allocated_amount_sum,linked_invoice_count,linked_invoice_total_sum,linked_payment_count,bank_amount,bank_age_calendar_days,bank_reference_match_count,gl_line_count,gl_journal_count,gl_total_debit,gl_total_credit,gl_ap_debit,gl_cash_credit,approval_event_count,approval_effective_count,approval_max_level,approval_distinct_role_count,approval_missing_employee_actor_count,vendor_change_count,vendor_change_before_payment_count,vendor_name_length,vendor_name_token_count,duplicate_same_vendor_count,duplicate_exact_reference_count,duplicate_best_reference_similarity,duplicate_min_date_gap_days,duplicate_min_amount_gap,bank_fee_debit_total,fx_journal_count,fx_event_count,payment_reference_use_count,bank_economic_candidate_count,invoice_po_total_abs_diff,invoice_po_total_rel_diff,invoice_po_tax_abs_diff,invoice_po_shipping_abs_diff,invoice_po_line_amount_abs_diff,invoice_po_line_quantity_abs_diff,payment_allocated_abs_diff,payment_allocated_rel_diff,invoice_paid_abs_diff,invoice_paid_rel_diff,payment_bank_abs_diff,payment_bank_rel_diff,gl_balance_abs_diff,payment_ap_debit_abs_diff,payment_cash_credit_abs_diff,bank_fee_adjusted_abs_diff,days_po_to_invoice,days_invoice_to_payment,days_payment_to_bank,minutes_final_approval_to_payment,invoice_has_po,po_found,invoice_po_vendor_match,invoice_po_currency_match,all_invoice_lines_po_linked,any_invoice_line_missing_po_target,invoice_po_quantities_all_equal,payment_has_allocations,allocations_all_invoices_found,payment_invoice_currency_all_match,payment_invoice_vendor_all_match,payment_reference_present,payment_reference_unique,bank_reference_match_found,bank_reference_match_unique,payment_bank_currency_match,payment_bank_token_match,gl_source_found,gl_currency_all_match,gl_period_all_match_payment_month,vendor_current_token_match,vendor_bank_history_present,final_approver_employee_found,final_approver_active,final_approver_role_match,invoice_reference_present,missing_invoice,missing_po,missing_vendor,missing_payment,missing_bank_transaction,missing_gl,missing_approval,missing_employee,missing_reference,missing_currency,missing_amount,missing_invoice_lines,missing_po_lines,missing_allocations,missing_vendor_change_history,scope_invoice_count,scope_payment_count,scope_bank_count,scope_distinct_invoice_vendor_count,scope_distinct_payment_vendor_count
RCA_000026,INVOICE,USD,RECEIVED,NET45,IT,680100-IT,USD,ISSUED,IT,680100-IT,SERVICES,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,6674.9899999999998,6674.9899999999998,0,0,308,45,4,4,63,6674.9899999999998,111.82250000000001,6674.9899999999998,6674.9899999999998,0,0,321,4,63,6674.9899999999998,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,30,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6674.9899999999998,1,,,0,,,,13,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000028,INVOICE,USD,RECEIVED,NET45,SALES,640100-SALES,__MISSING__,__MISSING__,__MISSING__,__MISSING__,SERVICES,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,4524.0200000000004,4208.3900000000003,315.63,0,51,45,2,2,8,4208.3900000000003,540.14499999999998,,,,,,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,2,0,30,4,135,1,1,0,0,0,0,0,0,0,,,,,,,,,4524.0200000000004,1,,,0,,,,,,,,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000029,INVOICE,USD,RECEIVED,NET45,LEGAL,670100-LEGAL,__MISSING__,__MISSING__,__MISSING__,__MISSING__,SERVICES,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,10868.940000000001,9880.8500000000004,988.09000000000003,0,34,45,4,4,29,9880.8500000000004,347.30000000000001,,,,,,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,2,0,30,4,135,1,1,0,0,0,0,0,0,0,,,,,,,,,10868.940000000001,1,,,0,,,,,,,,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000031,INVOICE,GBP,RECEIVED,NET30,SALES,640100-SALES,__MISSING__,__MISSING__,__MISSING__,__MISSING__,SOFTWARE,GB,GBP,NET30,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,19915.360000000001,19915.360000000001,0,0,513,30,1,2,6,19915.360000000001,3670.5099999999998,,,,,,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,29,4,18,1,1,0,0,0,0,0,0,0,,,,,,,,,19915.360000000001,1,,,0,,,,,,,,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000032,INVOICE,USD,RECEIVED,NET15,IT,680100-IT,__MISSING__,__MISSING__,__MISSING__,__MISSING__,SOFTWARE,US,USD,NET15,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,3625.6799999999998,3625.6799999999998,0,0,366,15,0,1,6,3625.6799999999998,604.27999999999997,,,,,,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,2,0,27,4,300,1,1,0,0,0,0,0,0,0,,,,,,,,,3625.6799999999998,1,,,0,,,,,,,,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000033,INVOICE,USD,RECEIVED,DUE_ON_RECEIPT,FINANCE,630100-FINANCE,USD,ISSUED,FINANCE,630100-FINANCE,SUPPLIER,US,USD,DUE_ON_RECEIPT,WIRE,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,7355.1599999999999,7355.1599999999999,0,0,366,0,2,2,38,7355.1599999999999,226.13999999999999,7355.1599999999999,7355.1599999999999,0,0,370,2,38,7355.1599999999999,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,30,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7355.1599999999999,1,,,0,,,,4,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000034,INVOICE,EUR,RECEIVED,NET15,LEGAL,670100-LEGAL,__MISSING__,__MISSING__,__MISSING__,__MISSING__,SUPPLIER,DE,EUR,NET15,WIRE,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,6410.5500000000002,5963.3000000000002,447.25,0,39,15,5,2,15,5963.3000000000002,468.22500000000002,,,,,,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,35,4,32,1,1,0,0,0,0,0,0,0,,,,,,,,,6410.5500000000002,1,,,0,,,,,,,,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000038,INVOICE,USD,RECEIVED,NET45,ENGINEERING,610100-ENGINEERING,__MISSING__,__MISSING__,__MISSING__,__MISSING__,SERVICES,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,18166.799999999999,18166.799999999999,0,0,201,45,2,1,8,18166.799999999999,2270.8499999999999,,,,,,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,2,0,30,4,135,1,1,0,0,0,0,0,0,0,,,,,,,,,18166.799999999999,1,,,0,,,,,,,,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000041,INVOICE,USD,RECEIVED,NET45,PEOPLE,660100-PEOPLE,USD,ISSUED,PEOPLE,660100-PEOPLE,SOFTWARE,US,USD,NET45,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,716.84000000000003,703.17999999999995,0,13.66,289,45,2,3,38,703.17999999999995,34.686666666666667,716.84000000000003,703.17999999999995,0,13.66,309,3,38,703.17999999999995,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,28,4,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,716.84000000000003,1,,,0,,,,20,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000043,INVOICE,USD,RECEIVED,NET15,OPERATIONS,620100-OPERATIONS,__MISSING__,__MISSING__,__MISSING__,__MISSING__,PROFESSIONAL,US,USD,NET15,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,5320.3299999999999,4836.6599999999999,483.67000000000002,0,145,15,1,4,41,4836.6599999999999,139.63499999999999,,,,,,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,25,4,12,1,1,0,0,0,0,0,0,0,,,,,,,,,5320.3299999999999,1,,,0,,,,,,,,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000044,INVOICE,EUR,RECEIVED,NET30,ENGINEERING,610100-ENGINEERING,EUR,ISSUED,ENGINEERING,610100-ENGINEERING,LOGISTICS,DE,EUR,NET30,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,8439.5100000000002,7836.8500000000004,587.75999999999999,14.9,220,30,2,2,43,7836.8500000000004,185.845,8439.5100000000002,7836.8500000000004,587.75999999999999,14.9,221,2,43,7836.8500000000004,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,29,4,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8439.5100000000002,1,,,0,,,,1,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0
RCA_000045,INVOICE,USD,RECEIVED,NET15,OPERATIONS,620100-OPERATIONS,USD,ISSUED,OPERATIONS,620100-OPERATIONS,SOFTWARE,US,USD,NET15,ACH,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,4193.6499999999996,3812.4099999999999,381.24000000000001,0,248,15,0,2,2,3812.4099999999999,1906.2049999999999,4193.6499999999996,3812.4099999999999,381.24000000000001,0,258,2,2,3812.4099999999999,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,2,0,27,4,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4193.6499999999996,1,,,0,,,,10,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
RCA_000047,INVOICE,USD,RECEIVED,NET15,FINANCE,630100-FINANCE,USD,ISSUED,FINANCE,630100-FINANCE,SOFTWARE,US,USD,NET15,CHECK,ACTIVE,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,__MISSING__,1621.4100000000001,1508.29,113.12,0,84,15,1,2,26,1508.29,150.41500000000002,1621.4100000000001,1508.29,113.12,0,114,2,26,1508.29,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,1,0,28,4,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1621.4100000000001,1,,,0,,,,30,,,,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
