case_id,actual,rules_prediction,rules_status,ml_prediction,ml_probability,tier,hop_count,failure_type,exact_partition,binary_partition,ml_error_category,ml_secondary_causes,rules_error_category
RCA_000175,F02_PO_INVOICE_AMOUNT_MISMATCH,F02_PO_INVOICE_AMOUNT_MISMATCH,ANOMALY,F02_PO_INVOICE_AMOUNT_MISMATCH,0.9993627133933418,3,2,F02_PO_INVOICE_AMOUNT_MISMATCH,both_correct,both_correct,,,
RCA_000182,F02_PO_INVOICE_AMOUNT_MISMATCH,F02_PO_INVOICE_AMOUNT_MISMATCH,ANOMALY,F02_PO_INVOICE_AMOUNT_MISMATCH,0.999433415226555,3,2,F02_PO_INVOICE_AMOUNT_MISMATCH,both_correct,both_correct,,,
RCA_000189,F02_PO_INVOICE_AMOUNT_MISMATCH,F02_PO_INVOICE_AMOUNT_MISMATCH,ANOMALY,F02_PO_INVOICE_AMOUNT_MISMATCH,0.9988482788923918,3,2,F02_PO_INVOICE_AMOUNT_MISMATCH,both_correct,both_correct,,,
RCA_000209,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9993767831349925,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000212,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9992461703286856,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000214,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9986001062534055,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000215,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.999349111136917,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000217,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9994169684823668,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000225,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9993377617454066,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000234,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9991757804396387,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000238,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9994560858313724,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000239,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9988842444184403,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000244,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9994902286896824,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000250,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9995389776107443,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000255,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9995667659934214,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000261,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9994777046537388,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000268,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9996089616655865,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000274,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9995360090033962,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000279,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.999151893774074,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000284,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9995581881969967,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000293,F03_QUANTITY_MISMATCH,F03_QUANTITY_MISMATCH,ANOMALY,F03_QUANTITY_MISMATCH,0.9992197514132888,3,2,F03_QUANTITY_MISMATCH,both_correct,both_correct,,,
RCA_000301,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9997703566126727,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000306,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9994914189733957,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000311,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9996571361993303,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000313,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.999842225747062,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000315,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9998005014748664,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000323,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9965752999016347,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000331,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9996473322316687,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000333,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.999772241192123,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000349,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9997511379130879,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000351,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9997056052679006,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000357,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9997565138566142,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000361,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9997630657459236,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000362,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9992896865939626,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000364,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.999497927976966,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000365,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9274462129741605,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000369,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9997538728422011,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000372,F04_INCORRECT_VENDOR_ASSOCIATION,F04_INCORRECT_VENDOR_ASSOCIATION,ANOMALY,F04_INCORRECT_VENDOR_ASSOCIATION,0.9994498176644291,2,1,F04_INCORRECT_VENDOR_ASSOCIATION,both_correct,both_correct,,,
RCA_000409,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996039606535878,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000421,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996444542314863,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000430,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9995948152420042,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000432,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.999664485682155,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000433,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996225799509659,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000436,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.999620268320591,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000444,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996010156481082,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000447,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996108702164553,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000453,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9995381572225756,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000457,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996097094094155,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000462,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996291917212639,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000465,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9995585274046281,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000469,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9995755645328185,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000473,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996118506271994,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000478,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996129596265163,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000479,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9995737674957008,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000481,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9995989641146963,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000482,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996261809174621,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000484,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996035903549375,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000486,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9996193046054083,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000494,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9995647864661451,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000495,F05_PAYMENT_WITHOUT_VALID_INVOICE,F05_PAYMENT_WITHOUT_VALID_INVOICE,ANOMALY,F05_PAYMENT_WITHOUT_VALID_INVOICE,0.9995494420219888,3,2,F05_PAYMENT_WITHOUT_VALID_INVOICE,both_correct,both_correct,,,
RCA_000518,F06_INVOICE_PAID_TWICE,F06_INVOICE_PAID_TWICE,ANOMALY,F06_INVOICE_PAID_TWICE,0.9993780965325456,3,2,F06_INVOICE_PAID_TWICE,both_correct,both_correct,,,
RCA_000523,F06_INVOICE_PAID_TWICE,F06_INVOICE_PAID_TWICE,ANOMALY,F06_INVOICE_PAID_TWICE,0.9992738523143654,3,2,F06_INVOICE_PAID_TWICE,both_correct,both_correct,,,
RCA_000538,F06_INVOICE_PAID_TWICE,F06_INVOICE_PAID_TWICE,ANOMALY,F06_INVOICE_PAID_TWICE,0.9991995647766132,3,2,F06_INVOICE_PAID_TWICE,both_correct,both_correct,,,
RCA_000539,F06_INVOICE_PAID_TWICE,F06_INVOICE_PAID_TWICE,ANOMALY,F06_INVOICE_PAID_TWICE,0.999269685562385,3,2,F06_INVOICE_PAID_TWICE,both_correct,both_correct,,,
RCA_000544,F06_INVOICE_PAID_TWICE,F06_INVOICE_PAID_TWICE,ANOMALY,F06_INVOICE_PAID_TWICE,0.9986334076516074,3,2,F06_INVOICE_PAID_TWICE,both_correct,both_correct,,,
RCA_000558,F06_INVOICE_PAID_TWICE,F06_INVOICE_PAID_TWICE,ANOMALY,F06_INVOICE_PAID_TWICE,0.9992500993940333,3,2,F06_INVOICE_PAID_TWICE,both_correct,both_correct,,,
RCA_000563,F06_INVOICE_PAID_TWICE,F11_VENDOR_MASTER_CHANGE_CONFLICT,ANOMALY,F06_INVOICE_PAID_TWICE,0.9449080275472779,3,2,F06_INVOICE_PAID_TWICE,ml_only_correct,both_correct,,,COLLISION_OR_PRECEDENCE
RCA_000571,F06_INVOICE_PAID_TWICE,F06_INVOICE_PAID_TWICE,ANOMALY,F06_INVOICE_PAID_TWICE,0.9990500114280146,3,2,F06_INVOICE_PAID_TWICE,both_correct,both_correct,,,
RCA_000581,F06_INVOICE_PAID_TWICE,F08_APPROVAL_WORKFLOW_FAILURE,ANOMALY,F06_INVOICE_PAID_TWICE,0.9992559365464423,3,2,F06_INVOICE_PAID_TWICE,ml_only_correct,both_correct,,,COLLISION_OR_PRECEDENCE
